,order_number,product_name,quantity,price,payment_mode,store_name,city,country,year,order_date,month_name,day_name,revenue,unit_price
513,101584,Harley-Davidson CVO Limited,20,13000,Cash,HARLEY-DAVIDSON OF FRESNO,Madrid,Spain,2006,2006-03-03,March,Friday,260000,650.0
514,101585,Harley-Davidson CVO Limited,29,13000,Credit card,MOONSHINE HARLEY-DAVIDSON,Kobenhavn,Denmark,2006,2006-03-04,March,Saturday,377000,448.2758620689655
515,101586,Harley-Davidson CVO Limited,27,13000,NetBanking,MT. CHEAHA HARLEY-DAVIDSON,Torino,Italy,2006,2006-03-05,March,Sunday,351000,481.48148148148147
516,101587,Harley-Davidson CVO Limited,24,13000,NetBanking,AMERICAN EAGLE HARLEY-DAVIDSON,Bergen,Norway,2006,2006-03-06,March,Monday,312000,541.6666666666666
517,101588,Harley-Davidson CVO Limited,37,13000,Credit card,RIDING HIGH HARLEY-DAVIDSON,Versailles,France,2006,2006-03-07,March,Tuesday,481000,351.35135135135135
518,101589,Harley-Davidson CVO Limited,25,13000,NetBanking,"HAMPTON ROADS HARLEY-DAVIDSON, INC.",San Rafael,USA,2006,2006-03-08,March,Wednesday,325000,520.0
519,101590,Harley-Davidson CVO Limited,41,13000,Credit card,HORSEPOWER HARLEY-DAVIDSON,Nashua,USA,2006,2006-03-09,March,Thursday,533000,317.0731707317073
520,101591,Harley-Davidson CVO Limited,27,13000,Credit card,THREE RIVERS HARLEY-DAVIDSON,Manchester,UK,2006,2006-03-10,March,Friday,351000,481.48148148148147
521,101592,Harley-Davidson CVO Limited,21,13000,Cash,SHELTON'S HARLEY-DAVIDSON,Melbourne,Australia,2006,2006-03-11,March,Saturday,273000,619.047619047619
522,101593,Harley-Davidson CVO Limited,22,13000,Credit card,ROUTE 66 HARLEY-DAVIDSON,Paris,France,2006,2006-03-12,March,Sunday,286000,590.9090909090909
523,101594,Harley-Davidson CVO Limited,32,13000,Cash,LAWLESS HARLEY-DAVIDSON OF SCOTT CITY,Brickhaven,USA,2006,2006-03-13,March,Monday,416000,406.25
524,101595,Harley-Davidson CVO Limited,25,13000,Credit card,SONOMA COUNTY HARLEY-DAVIDSON,San Francisco,USA,2006,2006-03-14,March,Tuesday,325000,520.0
525,101596,Harley-Davidson CVO Limited,42,13000,NetBanking,HARLEY-DAVIDSON AMIENS,North Sydney,Australia,2006,2006-03-15,March,Wednesday,546000,309.5238095238095
526,101597,Harley-Davidson CVO Limited,25,13000,Credit card,HARLEY-DAVIDSON LA ROCHE-SUR-YON,Allentown,USA,2006,2006-03-16,March,Thursday,325000,520.0
527,101598,Harley-Davidson CVO Limited,37,13000,NetBanking,HARLEY-DAVIDSON ORLÉANS,Manchester,UK,2006,2006-03-17,March,Friday,481000,351.35135135135135
528,101599,Harley-Davidson CVO Limited,26,13000,Credit card,HARLEY-DAVIDSON PARIS ETOILE,Nantes,France,2006,2006-03-18,March,Saturday,338000,500.0
529,101600,Harley-Davidson CVO Limited,44,13000,Cash,HARLEY-DAVIDSON LA ROCHELLE,Reims,France,2006,2006-03-19,March,Sunday,572000,295.45454545454544
530,101601,Harley-Davidson CVO Limited,47,13000,NetBanking,HARLEY-DAVIDSON BORIE,North Sydney,Australia,2006,2006-04-20,April,Thursday,611000,276.59574468085106
531,101602,Harley-Davidson CVO Limited,43,13000,Credit card,HARLEY-DAVIDSON CHARTRES,Aaarhus,Denmark,2006,2006-04-21,April,Friday,559000,302.3255813953488
532,101603,Harley-Davidson CVO Limited,42,13000,NetBanking,HARLEY-DAVIDSON AJACCIO,Bridgewater,USA,2006,2006-04-22,April,Saturday,546000,309.5238095238095
533,101604,Harley-Davidson CVO Limited,42,13000,NetBanking,H-D & BUELL PORTES DE BRETAGNE,Bergen,Norway,2006,2006-04-23,April,Sunday,546000,309.5238095238095
534,101605,Harley-Davidson CVO Limited,29,13000,NetBanking,HARLEY-DAVIDSON PARIS RIVE GAUCHE,Nashua,USA,2006,2006-04-24,April,Monday,377000,448.2758620689655
535,101606,Harley-Davidson CVO Limited,40,13000,NetBanking,ACCESS DREAM,NYC,USA,2006,2006-04-25,April,Tuesday,520000,325.0
536,101607,Harley-Davidson CVO Limited,38,13000,Credit card,HARLEY-DAVIDSON BORDEAUX,Madrid,Spain,2006,2006-04-26,April,Wednesday,494000,342.10526315789474
537,101608,Harley-Davidson CVO Limited,38,13000,NetBanking,HARLEY-DAVIDSON AUVERGNE,San Diego,USA,2006,2006-04-27,April,Thursday,494000,342.10526315789474
538,101609,Harley-Davidson CVO Limited,21,13000,Credit card,AMERICAN MOTOS,Strasbourg,France,2006,2006-04-28,April,Friday,273000,619.047619047619
539,101610,Harley-Davidson CVO Limited,24,13000,NetBanking,MILWAUKEE TWIN,Liverpool,UK,2006,2006-04-29,April,Saturday,312000,541.6666666666666
540,101611,Harley-Davidson CVO Limited,36,13000,NetBanking,HARLEY-DAVIDSON PARIS BASTILLE,Reggio Emilia,Italy,2006,2006-04-30,April,Sunday,468000,361.1111111111111
541,101612,Harley-Davidson CVO Limited,23,13000,Credit card,HARLEY-DAVIDSON TROYES,Las Vegas,USA,2006,2006-05-01,May,Monday,299000,565.2173913043479
542,101613,Harley-Davidson CVO Limited,20,13000,Credit card,HARLEY-DAVIDSON REIMS,Singapore,Singapore,2006,2006-05-02,May,Tuesday,260000,650.0
543,101614,Harley-Davidson CVO Limited,32,13000,Credit card,HARLEY-DAVIDSON AVIGNON,Oslo,Norway,2006,2006-05-03,May,Wednesday,416000,406.25
544,101615,Harley-Davidson CVO Limited,29,13000,Credit card,LEGENDE 76,Madrid,Spain,2006,2006-05-04,May,Thursday,377000,448.2758620689655
545,101616,Harley-Davidson CVO Limited,44,13000,NetBanking,HARLEY-DAVIDSON TOULON,New Bedford,USA,2006,2006-05-05,May,Friday,572000,295.45454545454544
546,101617,Harley-Davidson CVO Limited,44,13000,NetBanking,HARLEY-DAVIDSON CAEN,Philadelphia,USA,2006,2006-05-06,May,Saturday,572000,295.45454545454544
547,101618,Harley-Davidson CVO Limited,36,13000,Credit card,HARLEY-DAVIDSON GRAND LYON,Reims,France,2006,2006-05-07,May,Sunday,468000,361.1111111111111
548,101619,Harley-Davidson CVO Limited,49,13000,Cash,HARLEY-DAVIDSON LIMOGES,Pasadena,USA,2006,2006-05-08,May,Monday,637000,265.3061224489796
549,101620,Harley-Davidson CVO Limited,34,13000,Cash,HARLEY-DAVIDSON 66 PERPIGNAN,Madrid,Spain,2006,2006-05-09,May,Tuesday,442000,382.3529411764706
550,101621,Harley-Davidson CVO Limited,59,13000,NetBanking,HARLEY-DAVIDSON COTE D OPALE,San Jose,USA,2006,2006-05-10,May,Wednesday,767000,220.33898305084745
551,101622,Harley-Davidson CVO Limited,37,13000,Cash,HARLEY-DAVIDSON NANTES,Salzburg,Austria,2006,2006-05-11,May,Thursday,481000,351.35135135135135
552,101623,Harley-Davidson CVO Limited,36,13000,Cash,HARLEY-DAVIDSON GOLFE DE BRETAGNE,Bergamo,Italy,2006,2006-05-12,May,Friday,468000,361.1111111111111
553,101624,Harley-Davidson CVO Limited,43,13000,Credit card,HARLEY-DAVIDSON V-ATTITUDE,Salzburg,Austria,2006,2006-05-13,May,Saturday,559000,302.3255813953488
554,101625,Harley-Davidson CVO Limited,21,13000,Cash,PRESTIGE MOTORCYCLES,Glendale,USA,2006,2006-05-14,May,Sunday,273000,619.047619047619
555,101626,Harley-Davidson CVO Limited,32,13000,Credit card,HARLEY-DAVIDSON GRAND LYON SUD,New Bedford,USA,2006,2006-05-15,May,Monday,416000,406.25
556,101627,Harley-Davidson CVO Limited,38,13000,Cash,HARLEY-DAVIDSON AGEN,Helsinki,Finland,2006,2006-05-16,May,Tuesday,494000,342.10526315789474
557,101628,Harley-Davidson CVO Limited,43,13000,NetBanking,HARLEY-DAVIDSON VALENCIENNES,Boras,Sweden,2006,2006-05-17,May,Wednesday,559000,302.3255813953488
558,101629,Harley-Davidson CVO Limited,42,13000,NetBanking,HARLEY-DAVIDSON SAINT ETIENNE,Toulouse,France,2006,2006-05-18,May,Thursday,546000,309.5238095238095
559,101630,Harley-Davidson CVO Limited,32,13000,NetBanking,H-D VALLEE DE CHEVREUSE,London,UK,2006,2006-05-19,May,Friday,416000,406.25
560,101631,Harley-Davidson CVO Limited,42,13000,Cash,HARLEY-DAVIDSON SUNROAD,Makati City,Philippines,2006,2006-05-20,May,Saturday,546000,309.5238095238095
561,101632,Harley-Davidson CVO Limited,31,13000,Credit card,HARLEY-DAVIDSON POITIERS,Osaka,Japan,2006,2006-05-21,May,Sunday,403000,419.35483870967744
562,101633,Harley-Davidson CVO Limited,49,13000,NetBanking,HARLEY-DAVIDSON FACTORY,San Diego,USA,2006,2006-05-22,May,Monday,637000,265.3061224489796
563,101634,Harley-Davidson CVO Limited,45,13000,NetBanking,HARLEY-DAVIDSON DIJON,San Jose,USA,2006,2006-05-23,May,Tuesday,585000,288.8888888888889
564,101635,Harley-Davidson CVO Limited,49,13000,Cash,HARLEY-DAVIDSON BEZIERS,Madrid,Spain,2006,2006-05-24,May,Wednesday,637000,265.3061224489796
565,101636,Harley-Davidson CVO Limited,41,13000,Credit card,HARLEY-DAVIDSON LAS PALMAS,Brickhaven,USA,2006,2006-05-25,May,Thursday,533000,317.0731707317073
566,101637,Harley-Davidson CVO Limited,45,13000,Credit card,CANTABRIA HARLEY-DAVIDSON,Oslo,Norway,2006,2006-05-26,May,Friday,585000,288.8888888888889
567,101638,Harley-Davidson CVO Limited,36,13000,Cash,HARLEY-DAVIDSON SIEBLA-MARBELLA,Munich,Germany,2006,2006-05-27,May,Saturday,468000,361.1111111111111
568,101639,Harley-Davidson CVO Limited,39,13000,Credit card,HARLEY-DAVIDSON CADIZ,Philadelphia,USA,2006,2006-05-28,May,Sunday,507000,333.3333333333333
569,101640,Harley-Davidson CVO Limited,27,13000,NetBanking,HARLEY-DAVIDSON MALLORCA,Cowes,UK,2006,2006-05-29,May,Monday,351000,481.48148148148147
570,101641,Harley-Davidson CVO Limited,25,13000,Credit card,HARLEY-DAVIDSON VALENCIA,Kobenhavn,Denmark,2006,2006-05-30,May,Tuesday,325000,520.0
571,101642,Harley-Davidson CVO Limited,41,13000,Cash,HARLEY-DAVIDSON ALMERIA,Charleroi,Belgium,2006,2006-05-31,May,Wednesday,533000,317.0731707317073
572,101643,Harley-Davidson CVO Limited,39,13000,NetBanking,HARLEY-DAVIDSON SEVILLA,London,UK,2006,2006-06-01,June,Thursday,507000,333.3333333333333
573,101644,Harley-Davidson CVO Limited,28,13000,Credit card,HARLEY-DAVIDSON MADRID SUR,Oulu,Finland,2006,2006-06-02,June,Friday,364000,464.2857142857143
574,101645,Harley-Davidson CVO Limited,25,13000,Credit card,HARLEY-DAVIDSON GRANADA,Madrid,Spain,2006,2006-06-03,June,Saturday,325000,520.0
575,101646,Harley-Davidson CVO Limited,33,13000,NetBanking,HARLEY-DAVIDSON MURCIA,Reims,France,2006,2006-06-04,June,Sunday,429000,393.93939393939394
576,101647,Harley-Davidson CVO Limited,34,13000,Cash,HARLEY-DAVIDSON BARCELONA,San Jose,USA,2006,2006-06-05,June,Monday,442000,382.3529411764706
577,101648,Harley-Davidson CVO Limited,24,13000,NetBanking,HARLEY-DAVIDSON EXTREMADURA,Reggio Emilia,Italy,2006,2006-06-06,June,Tuesday,312000,541.6666666666666
578,101649,Harley-Davidson CVO Limited,30,13000,Cash,LA NAVE HARLEY-DAVIDSON,Nashua,USA,2006,2006-06-07,June,Wednesday,390000,433.3333333333333
579,101650,Harley-Davidson CVO Limited,42,13000,NetBanking,HARLEY-DAVIDSON ESPACIO BCN,Manchester,UK,2006,2006-06-08,June,Thursday,546000,309.5238095238095
580,101651,Harley-Davidson CVO Limited,21,13000,Cash,HARLEY-DAVIDSON ASTURIAS,Las Vegas,USA,2006,2006-06-09,June,Friday,273000,619.047619047619
581,101652,Harley-Davidson CVO Limited,34,13000,Cash,HARLEY-DAVIDSON BILBAO,Brisbane,USA,2006,2006-06-10,June,Saturday,442000,382.3529411764706
582,101653,Harley-Davidson CVO Limited,29,13000,Credit card,HARLEY-DAVIDSON LLEIDA,San Francisco,USA,2006,2006-06-11,June,Sunday,377000,448.2758620689655
583,101654,Harley-Davidson CVO Limited,24,13000,Credit card,HARLEY-DAVIDSON LLEIDA,Bergamo,Italy,2006,2006-06-12,June,Monday,312000,541.6666666666666
584,101655,Harley-Davidson CVO Limited,44,13000,NetBanking,HARLEY-DAVIDSON MADRID,San Rafael,USA,2006,2006-06-13,June,Tuesday,572000,295.45454545454544
585,101656,Harley-Davidson CVO Limited,21,13000,Credit card,HARLEY-DAVIDSON TARRACO,Glen Waverly,Australia,2006,2006-06-14,June,Wednesday,273000,619.047619047619
586,101657,Harley-Davidson CVO Limited,33,13000,Cash,HARLEY-DAVIDSON VIGO,NYC,USA,2006,2006-06-15,June,Thursday,429000,393.93939393939394
587,101658,Harley-Davidson CVO Limited,30,13000,NetBanking,HARLEY-DAVIDSON ALICANTE,Madrid,Spain,2006,2006-06-16,June,Friday,390000,433.3333333333333
588,101659,Harley-Davidson CVO Limited,26,13000,Cash,HARLEY-DAVIDSON TENERIFE,Lyon,France,2006,2006-06-17,June,Saturday,338000,500.0
589,101660,Harley-Davidson CVO Limited,41,13000,Cash,HARLEY-DAVIDSON ZARAGOZA,Strasbourg,France,2006,2006-06-18,June,Sunday,533000,317.0731707317073
590,101661,Harley-Davidson CVO Limited,26,13000,Credit card,HARLEY-DAVIDSON SIEBLA-MALAGA,Torino,Italy,2006,2006-06-19,June,Monday,338000,500.0
591,101662,Harley-Davidson CVO Limited,32,13000,NetBanking,CHEYENNE RADIKAL BIKES,Singapore,Singapore,2006,2006-06-20,June,Tuesday,416000,406.25
592,101663,Harley-Davidson CVO Limited,43,13000,Cash,HARLEY-DAVIDSON GIRONA,Liverpool,UK,2006,2006-06-21,June,Wednesday,559000,302.3255813953488
593,101664,Harley-Davidson CVO Limited,48,13000,NetBanking,HARLEY-HEAVEN WESTERN SYDNEY,San Rafael,USA,2006,2006-06-22,June,Thursday,624000,270.8333333333333
594,101665,Harley-Davidson CVO Limited,44,13000,Cash,ROCKINGHAM HARLEY-DAVIDSON,Philadelphia,USA,2006,2006-06-23,June,Friday,572000,295.45454545454544
595,101666,Harley-Davidson CVO Limited,45,13000,Credit card,FRASER MOTORCYCLES WOLLONGONG,Marseille,France,2006,2006-06-24,June,Saturday,585000,288.8888888888889
596,101667,Harley-Davidson CVO Limited,37,13000,Credit card,MORGAN & WACKER HARLEY-DAVIDSON,Pasadena,USA,2006,2006-06-25,June,Sunday,481000,351.35135135135135
597,101668,Harley-Davidson CVO Limited,39,13000,NetBanking,QUICK FIX HARLEY-DAVIDSON,Madrid,Spain,2006,2006-06-26,June,Monday,507000,333.3333333333333
598,101669,Harley-Davidson CVO Limited,76,13000,Cash,HARLEY HEAVEN - RINGWOOD,San Jose,USA,2006,2006-06-27,June,Tuesday,988000,171.05263157894737
599,101670,Harley-Davidson Street Rod,37,12000,NetBanking,RICHARDSON'S HARLEY-DAVIDSON,Chatswood,Australia,2006,2006-06-28,June,Wednesday,444000,324.3243243243243
600,101671,Harley-Davidson Street Rod,38,12000,NetBanking,MACKAY HARLEY-DAVIDSON,Makati City,Philippines,2006,2006-06-29,June,Thursday,456000,315.7894736842105
601,101672,Harley-Davidson Street Rod,43,12000,Credit card,TRARALGON HARLEY-DAVIDSON,Marseille,France,2006,2006-06-30,June,Friday,516000,279.06976744186045
602,101673,Harley-Davidson Street Rod,48,12000,NetBanking,DARLING DOWNS HARLEY-DAVIDSON,San Rafael,USA,2006,2006-07-01,July,Saturday,576000,250.0
603,101674,Harley-Davidson Street Rod,26,12000,NetBanking,HORSHAM HARLEY-DAVIDSON,Brickhaven,USA,2006,2006-07-02,July,Sunday,312000,461.53846153846155
604,101675,Harley-Davidson Street Rod,38,12000,Cash,NORTHERN BEACHES HARLEY-DAVIDSON,Los Angeles,USA,2006,2006-07-03,July,Monday,456000,315.7894736842105
605,101676,Harley-Davidson Street Rod,20,12000,Cash,HIGHWAY HARLEY-DAVIDSON,Graz,Austria,2006,2006-07-04,July,Tuesday,240000,600.0
606,101677,Harley-Davidson Street Rod,22,12000,NetBanking,NORTH COAST V-TWINS,Bergen,Norway,2006,2006-07-05,July,Wednesday,264000,545.4545454545455
607,101678,Harley-Davidson Street Rod,45,12000,Credit card,THOMAS LEE MOTORCYCLES,Nashua,USA,2006,2006-07-06,July,Thursday,540000,266.6666666666667
608,101679,Harley-Davidson Street Rod,45,12000,NetBanking,FRASER MOTORCYCLES SYDNEY,Madrid,Spain,2006,2006-07-07,July,Friday,540000,266.6666666666667
609,101680,Harley-Davidson Street Rod,20,12000,NetBanking,PERTH HARLEY-DAVIDSON,Madrid,Spain,2006,2006-07-08,July,Saturday,240000,600.0
610,101681,Harley-Davidson Street Rod,47,12000,Credit card,HARLEY HEAVEN - DANDENONG,Gensve,Switzerland,2006,2006-07-09,July,Sunday,564000,255.31914893617022
611,101682,Harley-Davidson Street Rod,46,12000,Cash,SUNSHINE COAST HARLEY-DAVIDSON,Oulu,Finland,2006,2006-07-10,July,Monday,552000,260.8695652173913
612,101683,Harley-Davidson Street Rod,23,12000,Cash,GREAT SOUTHERN MOTORCYCLES,Liverpool,UK,2006,2006-07-11,July,Tuesday,276000,521.7391304347826
613,101684,Harley-Davidson Street Rod,33,12000,Credit card,HARLEY MAGIC,Reggio Emilia,Italy,2006,2006-07-12,July,Wednesday,396000,363.6363636363636
614,101685,Harley-Davidson Street Rod,29,12000,NetBanking,BUNBURY HARLEY-DAVIDSON,Las Vegas,USA,2006,2006-07-13,July,Thursday,348000,413.7931034482759
615,101686,Harley-Davidson Street Rod,44,12000,NetBanking,WESTERN RANGES MOTORCYCLES ORANGE,Gensve,Switzerland,2006,2006-07-14,July,Friday,528000,272.72727272727275
616,101687,Harley-Davidson Street Rod,41,12000,Cash,PORT CITY HARLEY-DAVIDSON,Frankfurt,Germany,2006,2006-07-15,July,Saturday,492000,292.6829268292683
617,101688,Harley-Davidson Street Rod,20,12000,NetBanking,GASOLINE ALLEY HARLEY-DAVIDSON,Koln,Germany,2006,2006-07-16,July,Sunday,240000,600.0
618,101689,Harley-Davidson Street Rod,37,12000,Credit card,SY'S HARLEY-DAVIDSON,New Bedford,USA,2006,2006-07-17,July,Monday,444000,324.3243243243243
619,101690,Harley-Davidson Street Rod,29,12000,NetBanking,HARLEY-HEAVEN - MELBOURNE,NYC,USA,2006,2006-07-18,July,Tuesday,348000,413.7931034482759
620,101691,Harley-Davidson Street Rod,55,12000,Credit card,GOLD COAST HARLEY-DAVIDSON,Melbourne,Australia,2006,2006-07-19,July,Wednesday,660000,218.1818181818182
621,101692,Harley-Davidson Street Rod,22,12000,Cash,MORGAN & WACKER HARLEY-DAVIDSON,Espoo,Finland,2006,2006-07-20,July,Thursday,264000,545.4545454545455
622,101693,Harley-Davidson Street Rod,31,12000,Credit card,GEELONG HARLEY-DAVIDSON,Helsinki,Finland,2006,2006-07-21,July,Friday,372000,387.0967741935484
623,101694,Harley-Davidson Street Rod,49,12000,Credit card,WESTERN RANGES MOTORCYCLES ORANGE,Boras,Sweden,2006,2006-07-22,July,Saturday,588000,244.89795918367346
624,101695,Harley-Davidson Street Rod,61,12000,Cash,BUNBURY HARLEY-DAVIDSON,Strasbourg,France,2006,2006-07-23,July,Sunday,732000,196.72131147540983
625,101696,Harley-Davidson Street Rod,39,12000,Cash,PORT CITY HARLEY-DAVIDSON,Salzburg,Austria,2006,2006-07-24,July,Monday,468000,307.6923076923077
626,101697,Harley-Davidson Street Rod,38,12000,NetBanking,CANBERRA HARLEY-DAVIDSON,Philadelphia,USA,2006,2006-07-25,July,Tuesday,456000,315.7894736842105
627,101698,Harley-Davidson Street Rod,31,12000,Cash,BUNDABERG HARLEY-DAVIDSON,Marseille,France,2006,2006-07-26,July,Wednesday,372000,387.0967741935484
628,101699,Harley-Davidson Street Rod,36,12000,NetBanking,HARLEY CENTRAL,Toulouse,France,2006,2006-07-27,July,Thursday,432000,333.3333333333333
629,101700,Harley-Davidson Street Rod,25,12000,Credit card,HIDDEN VALLEY HARLEY-DAVIDSON,North Sydney,Australia,2006,2006-07-28,July,Friday,300000,480.0
630,101701,Harley-Davidson Street Rod,48,12000,Credit card,SUNCITY HARLEY-DAVIDSON,Aaarhus,Denmark,2006,2006-07-29,July,Saturday,576000,250.0
631,101702,Harley-Davidson Street Rod,35,12000,NetBanking,ADELAIDE HARLEY-DAVIDSON BIKE WORKS,Montreal,Canada,2006,2006-07-30,July,Sunday,420000,342.85714285714283
632,101703,Harley-Davidson Street Rod,21,12000,Credit card,WESTERN RANGES MOTORCYCLES,Bergen,Norway,2006,2006-07-31,July,Monday,252000,571.4285714285714
633,101704,Harley-Davidson Street Rod,47,12000,NetBanking,GOLDFIELDS BIKEWORKS,Nashua,USA,2006,2006-08-01,August,Tuesday,564000,255.31914893617022
634,101705,Harley-Davidson Street Rod,38,12000,Credit card,CITY BIKEWORX,NYC,USA,2006,2006-08-02,August,Wednesday,456000,315.7894736842105
635,101706,Harley-Davidson Street Rod,41,12000,Credit card,HARLEY HEAVEN - ADELAIDE,Madrid,Spain,2006,2006-08-03,August,Thursday,492000,292.6829268292683
636,101707,Harley-Davidson Street Rod,24,12000,Credit card,ROCKY HARLEY-DAVIDSON,San Diego,USA,2006,2006-08-04,August,Friday,288000,500.0
637,101708,Harley-Davidson Street Rod,37,12000,Cash,HARBOUR CITY HARLEY-DAVIDSON,Osaka,Japan,2006,2006-08-05,August,Saturday,444000,324.3243243243243
638,101709,Harley-Davidson Street Rod,33,12000,Cash,GEELONG HARLEY-DAVIDSON,Liverpool,UK,2006,2006-08-06,August,Sunday,396000,363.6363636363636
639,101710,Harley-Davidson Street Rod,49,12000,NetBanking,RIDGES HARLEY-DAVIDSON,Reggio Emilia,Italy,2006,2006-08-07,August,Monday,588000,244.89795918367346
640,101711,Harley-Davidson Street Rod,29,12000,NetBanking,SEVEN ISLANDS HARLEY-DAVIDSON,Las Vegas,USA,2006,2006-08-08,August,Tuesday,348000,413.7931034482759
641,101712,Harley-Davidson Street Rod,24,12000,NetBanking,BANJARA HARLEY-DAVIDSON,Gensve,Switzerland,2006,2006-08-09,August,Wednesday,288000,500.0
642,101713,Harley-Davidson Street Rod,47,12000,NetBanking,TUSKER HARLEY-DAVIDSON LAVELLE ROAD,Oslo,Norway,2006,2006-08-10,August,Thursday,564000,255.31914893617022
643,101714,Harley-Davidson Street Rod,24,12000,Credit card,CAPITAL HARLEY-DAVIDSON,Koln,Germany,2007,2007-10-16,October,Tuesday,288000,500.0
644,101715,Harley-Davidson Street Rod,25,12000,NetBanking,GRAND TRUNK HARLEY-DAVIDSON,New Bedford,USA,2007,2007-10-17,October,Wednesday,300000,480.0
645,101716,Harley-Davidson Street Rod,30,12000,NetBanking,BISON HARLEY-DAVIDSON KORAMANGLA,Philadelphia,USA,2007,2007-10-18,October,Thursday,360000,400.0
646,101717,Harley-Davidson Street Rod,22,12000,Cash,MACH-1 HARLEY-DAVIDSON,Melbourne,Australia,2007,2007-10-19,October,Friday,264000,545.4545454545455
647,101718,Harley-Davidson Street Rod,27,12000,Cash,SPICE COAST HARLEY-DAVIDSON,Paris,France,2007,2007-10-20,October,Saturday,324000,444.44444444444446
648,101719,Harley-Davidson Street Rod,34,12000,Cash,KONARK HARLEY-DAVIDSON,Charleroi,Belgium,2007,2007-10-21,October,Sunday,408000,352.94117647058823
649,101720,Harley-Davidson Softail Low Rider,36,10000,Cash,SUNRISE HARLEY-DAVIDSON,Helsinki,Finland,2007,2007-10-22,October,Monday,360000,277.77777777777777
650,101721,Harley-Davidson Softail Low Rider,34,10000,NetBanking,RED FORT HARLEY-DAVIDSON,San Rafael,USA,2007,2007-10-23,October,Tuesday,340000,294.11764705882354
651,101722,Harley-Davidson Softail Low Rider,48,10000,Cash,BRAHMAPUTRA HARLEY-DAVIDSON,Kobenhavn,Denmark,2007,2007-10-24,October,Wednesday,480000,208.33333333333334
